	model	level_1	sentid	wordpos_mod	prob	surp	pairid	contextid	lemma	condition	comparison	sentence	ROI
204	gpt2	134	8	2	0.3067679229231241	5.793129722277324	4	2	LIKE	sing	unexpected	Hello, the chameleon like the student.	3,4
205	gpt2	137	8	3	0.0004591382457874	11.088783264160156	4	2	LIKE	sing	unexpected	Hello, the chameleon like the student.	3,4
206	gpt2	140	8	4	0.0298305805772542	5.067063808441162	4	2	LIKE	sing	unexpected	Hello, the chameleon like the student.	3,4
207	gpt2	143	8	5	0.0264021354087162	8.528101921081543	4	2	LIKE	sing	unexpected	Hello, the chameleon like the student.	3,4
208	gpt2	146	9	0	0.5480123423039913	1.69022536277771	5	3	BE	plu	expected	Hello, students are chameleons.	2,3
209	gpt2	149	9	1	8.310689008794725e-05	13.554672241210938	5	3	BE	plu	expected	Hello, students are chameleons.	2,3
210	gpt2	152	9	2	0.0264991279691457	5.237911224365234	5	3	BE	plu	expected	Hello, students are chameleons.	2,3
211	gpt2	155	9	3	0.35515432076063	5.416646707057953	5	3	BE	plu	expected	Hello, students are chameleons.	2,3
212	gpt2	158	10	0	0.5480123423039913	1.69022536277771	5	3	BE	plu	unexpected	Hello, students is chameleons.	2,3
213	gpt2	161	10	1	8.310689008794725e-05	13.554672241210938	5	3	BE	plu	unexpected	Hello, students is chameleons.	2,3
214	gpt2	164	10	2	0.000709818501491	10.460262298583984	5	3	BE	plu	unexpected	Hello, students is chameleons.	2,3
215	gpt2	167	10	3	0.10533558615643412	6.2586414337158205	5	3	BE	plu	unexpected	Hello, students is chameleons.	2,3
216	gpt2	170	11	0	0.5480123423039913	1.69022536277771	6	3	LIKE	plu	expected	Hello, students like chameleons.	2,3
217	gpt2	173	11	1	8.310689008794725e-05	13.554672241210938	6	3	LIKE	plu	expected	Hello, students like chameleons.	2,3
218	gpt2	176	11	2	0.0008481879485771	10.203328132629396	6	3	LIKE	plu	expected	Hello, students like chameleons.	2,3
219	gpt2	179	11	3	0.27013185577561666	5.410046499967575	6	3	LIKE	plu	expected	Hello, students like chameleons.	2,3
220	gpt2	182	12	0	0.5480123423039913	1.69022536277771	6	3	LIKE	plu	unexpected	Hello, students likes chameleons.	2,3
221	gpt2	185	12	1	8.310689008794725e-05	13.554672241210938	6	3	LIKE	plu	unexpected	Hello, students likes chameleons.	2,3
222	gpt2	188	12	2	2.633882104419172e-06	18.534378051757812	6	3	LIKE	plu	unexpected	Hello, students likes chameleons.	2,3
223	gpt2	191	12	3	0.31476799352967644	4.892057549953461	6	3	LIKE	plu	unexpected	Hello, students likes chameleons.	2,3
224	gpt2	194	13	0	0.5480123423039913	1.69022536277771	7	4	BE	plu	expected	Hello, chameleons are students.	2,3
225	gpt2	197	13	1	0.15566956244583705	5.901824653148651	7	4	BE	plu	expected	Hello, chameleons are students.	2,3
226	gpt2	200	13	2	0.0296255983412265	5.077011585235596	7	4	BE	plu	expected	Hello, chameleons are students.	2,3
227	gpt2	203	13	3	0.08233096606636536	8.625025868415833	7	4	BE	plu	expected	Hello, chameleons are students.	2,3
228	gpt2	206	14	0	0.5480123423039913	1.69022536277771	8	4	BE	plu	unexpected	Hello, chameleons is students.	2,3
229	gpt2	209	14	1	0.15566956244583705	5.901824653148651	8	4	BE	plu	unexpected	Hello, chameleons is students.	2,3
230	gpt2	212	14	2	0.0012954659759998	9.592312812805176	8	4	BE	plu	unexpected	Hello, chameleons is students.	2,3
231	gpt2	215	14	3	0.06403913856968299	10.956548094749449	8	4	BE	plu	unexpected	Hello, chameleons is students.	2,3
232	gpt2	218	15	0	0.5480123423039913	1.69022536277771	9	4	LIKE	plu	expected	Hello, chameleons like students.	2,3
233	gpt2	221	15	1	0.15566956244583705	5.901824653148651	9	4	LIKE	plu	expected	Hello, chameleons like students.	2,3
234	gpt2	224	15	2	0.0009759832755662	10.000855445861816	9	4	LIKE	plu	expected	Hello, chameleons like students.	2,3
235	gpt2	227	15	3	0.037706275220443765	9.53605592250824	9	4	LIKE	plu	expected	Hello, chameleons like students.	2,3
236	gpt2	230	16	0	0.5480123423039913	1.69022536277771	10	4	LIKE	plu	unexpected	Hello, chameleons likes students.	2,3
237	gpt2	233	16	1	0.15566956244583705	5.901824653148651	10	4	LIKE	plu	unexpected	Hello, chameleons likes students.	2,3
238	gpt2	236	16	2	2.136283728759736e-05	15.51453685760498	10	4	LIKE	plu	unexpected	Hello, chameleons likes students.	2,3
239	gpt2	239	16	3	0.08767987921237362	8.772970795631409	10	4	LIKE	plu	unexpected	Hello, chameleons likes students.	2,3
